Roaster	Coffeename	Region	Producer	Variety	Processing	Tastingnotes	Filename	Country	Altitude	Directtrade	J	Process	Varietal	Harvet	Procesing	Url	Farm	Harvesttime	Certification	Latitude	Bean
Sey Coffee	El Progresso	Alto Horizonte, Suaza, Huila	YAMIR ANACONA	NA	NA	almost violet-like,  cherry,  filled out with a delicate,  florality,  raspberry,  with a ripe sweetness of strawberry, structured	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,650 masl	NA	32	WASHED	V. Colombia, Caturra	October, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 22 hours. Dried on raised beds until moisture content is between 10% - 11%.	https://www.seycoffee.com/collections/archived-coffees/products/el-progresso	NA	NA	NA	NA	NA
Sey Coffee	Gaharo Hill	Muramvya	BUKEYE	NA	NA	honey,  tequila sunrise, plum	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Burundi	1,700 - 2,100 masl	NA	33	WASHED	Field Blend	May 6th - 25th, 2020	Hand picked at peak ripeness. Floated and hand sorted to further remove defects; depulped on the day of harvest. Single-fermented dry for 12 hours. Rinsed in fresh water. Density graded. Dried on traditional African raised beds for 16-20 days until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/gaharo-hill	NA	NA	NA	NA	NA
Sey Coffee	Kubi	Gedeb, Gedeo	NA	NA	NA	a lively citrus acidity,  peach, florals	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ethiopia	2,200 masl	NA	34	WASHED	Ethiopian Landrace	January, 2021	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Grade 1 density separated. Fermented underwater for 36 hours. Dried on raised beds for 10-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/kubi	NA	NA	NA	NA	NA
Sey Coffee	Buesaco	Buesaco, Nariño	THREE PRODUCER BLEND	NA	NA	lively citrus-froward acidity,  with a ripe stone fruit profile, clean	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	2,000 - 2,100 masl	NA	35	WASHED	Caturra	June, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 13-16 hours. Dried on raised beds for 12-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/buesaco	NA	NA	NA	NA	NA
Sey Coffee	El Pino	La Marimba, Acevedo, Huila	MARIA LUNID ASCENCIO	NA	NA	a very long finish ,  delicate florals,  elegant selection,  filled with deep black currant,  singing guava-like acidity, sophisticated	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,750 masl	NA	36	WASHED	Variety Colombia	Main; January, 2021	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Fermented in cherry for 12 hours, pulped, and dry fermented for an additional 36 hours. Dried on raised beds until moisture content reaches 10-11%.	https://www.seycoffee.com/collections/archived-coffees/products/maria-lunid-ascencio	NA	NA	NA	NA	NA
Sey Coffee	Finca El Meridiano	Quito	MARIO JOSE HERVAS	NA	NA	a nice honeysuckle subtlety in the cup,  raspberry complexity, juice	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ecuador	1,450 masl	NA	37	WASHED	Mejorado	June - October, 2019	Hand-picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 18-20 hours. Dried on raised beds for 12-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-el-meridiano	NA	NA	NA	NA	NA
Sey Coffee	Lugmapata	Pallatanga	ENRIQUE MERINO	NA	NA	aromatic coffee is almost gesha-like in structure,  jasmine,  lemongrass,  with notes of fresh bergamot, floral	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ecuador	1,700 masl	NA	38	WASHED	Mejorado	July - September, 2019	Hand picked at peak ripeness. Floated. Held for 24 hours in-cherry. Depulped. Dry fermented for another 48 hours. Dried on raised beds.	https://www.seycoffee.com/collections/archived-coffees/products/lugmapata-mejorado	NA	NA	NA	NA	NA
Sey Coffee	Geta Bore	Gomma, Jimma	NA	NA	NA	a peach,  citrus complexity,  intense jasmine aromatics, sweetness	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ethiopia	2,000 - 2,100 masl	NA	39	WASHED	Ethiopian Landrace	January, 2021	Hand picked at peak ripeness. Floated to further remove defects. Depulped using an eco-pulper. Soaked in clean water for 12 hours. Grade 1 density separated. Dried on raised beds for 9-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/geta-bore	NA	NA	NA	NA	NA
Sey Coffee	Buena Vista	La Muralla, San Agustín, Huila	DAMIAN BOLAÑOS	NA	NA	citrus, watermelon	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,843 masl	NA	40	WASHED	Caturra, V. Colombia	July - August, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Dry fermented for 24 hours. Dried in raised parabolic driers.	https://www.seycoffee.com/collections/archived-coffees/products/buena-vista	NA	NA	NA	NA	NA
Sey Coffee	Finca Danny	Acevedo, Huila	JHON WILSON POVEDA	NA	NA	depth,  elegant yet bright citrus-like acidities,  we find forest berries,  with a cocoa complexity, cup	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,700 masl	NA	41	WASHED	V. Colombia, Castillo, Caturra	Main; December, 2019	Harvested at peak ripeness. Floated. Depulped. Dry fermented for 35 hours. Dried on raised beds for 30 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-danny-2020	NA	NA	NA	NA	NA
Sey Coffee	Kahata Estate AB	Kiambu	KAHATA MUCAU	NA	NA	bergamot,  cherry,  creamsicle , acidity	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Kenya	1,750 masl	NA	42	WASHED	SL28, SL34	January, 2021	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 16-20 hours. Washed in clean water. Soaked in fresh water for an additional 24 hours. Dried on raised beds for 20 days.	https://www.seycoffee.com/collections/archived-coffees/products/kahata-mucau-ab	NA	NA	NA	NA	NA
Sey Coffee	Ninga Hill	Muramvya	BUKEYE	NA	NA	a very uplifting lemon acidity,  red tea,  spice, fruits	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Burundi	1,800 - 2,000 masl	NA	43	WASHED	Field Blend	March 8th - May 14th, 2020	Hand picked at peak ripeness. Floated and hand sorted to further remove defects; depulped on the day of harvest. Single-fermented dry for 12 hours. Rinsed in fresh water. Density graded. Dried on traditional African raised beds for 16-20 days until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/ninga-hill	NA	NA	NA	NA	NA
Sey Coffee	Harbegona	Bensa, Sidama	HELEANNA GEORGALIS	NA	NA	elegant with a bright,  lively acidity, delicate	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ethiopia	2,300 masl	NA	44	WASHED	Ethiopian Landrace	January, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Grade 1 density separated. Wet fermented for 12-14 hours. Dried on raised beds for 10-12 days.	https://www.seycoffee.com/collections/archived-coffees/products/harbegona-1	NA	NA	NA	NA	NA
Sey Coffee	Bensa Logita	Bensa, Sidama	HELEANNA GEORGALIS	NA	NA	passion fruit,  we taste ripe mango,  with an effervescent citrus acidity, cup	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Ethiopia	2,100 masl	NA	45	WASHED	Ethiopian Landrace	January, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Anaerobic fermented for 60 hours. Washed. Dried on raised beds for 16 days.	https://www.seycoffee.com/collections/archived-coffees/products/bensa-logita	NA	NA	NA	NA	NA
Sey Coffee	La Esperanza	San Agustín, Huila	ESNAIDER ORTEGA	NA	NA	a cocoa finish,  balanced acidity,  soft,  with ripe cherry, sweetness-driven	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,750 masl	NA	46	WASHED	Yellow Caturra	Mitaca; January, 2020	Hand picked at peak ripeness. Floated to further remove defects and pulped on the day of harvest. Dry fermented in oak barrels for 30 hours. Wood is used because it is how Esnaider’s grandfather used to ferment, and its porous nature potentially supports more microbiological activity, and therefore more interesting fermentation. The coffee is then hung to dry in sacks, and left to ferment for another 8 hours without mucilage. Dried for 34-40 days.	https://www.seycoffee.com/collections/archived-coffees/products/la-esperanza-2020	NA	NA	NA	NA	NA
Sey Coffee	Giakanja AA	Nyeri	NA	NA	NA	a softer—almost delicate—melon finish,  mango,  pink grapefruit,  we find intense acidity, cup	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Kenya	1,700 - 1,800 masl	NA	47	WASHED	SL28, SL34, Ruiru 11	December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 16-24 hours. Soaked in clean water for an additional 24 hours. Dried on raised beds for 10-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/giakanja-aa	NA	NA	NA	NA	NA
Sey Coffee	Finca El Mirador	Aipe, Huila	Jose Canacue	NA	NA	a delicate lemongrass acidity,  a ripe orange chocolate body, sweetness	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	1,940 masl	NA	48	Washed	V. Colombia	June - August, 2019	Hand picked at peak ripeness. Floated. Depulped. 12-hour fermentation in cherry, followed by a 40-hour dry fermentation. Dried on parabolic dryers until moisture content reaches 10.7%.	https://www.seycoffee.com/collections/archived-coffees/products/el-mirador	NA	NA	NA	NA	NA
Sey Coffee	El Placer	San Antonio, Tolima	Jesus Antonio Saavedra	NA	NA	forest berries,  notes of red tea, acidities	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Colombia	2,125 masl	NA	49	WASHED	Red Caturra	Mitaca; December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Wet fermented for 36 hours. Dried on raised beds until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/el-placer-red-caturra-2020	NA	NA	NA	NA	NA
Sey Coffee	El Mango	Santa Bárbara	PEDRO MORENO	NA	NA	a delicate but long Earl Grey finish,  a sugar pastry sweetness,  with sparkling black currant, complex	../Automatic_Drip/R/outputs//SeyArchive_20211011.csv	Honduras	1,600 masl	NA	50	WASHED	Pacas	May, 2021	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Dry fermented for 24 hours. Washed. Dried on raised beds for 16 days.	https://www.seycoffee.com/collections/archived-coffees/products/pedro-moreno	NA	NA	NA	NA	NA
8MDT	El Eden	Pueblo Nuevo	Lester Gonzalez	Pacamara	Natural	black cherry, cranberry, milk chocolate	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Nicaragua	1300	NA	NA	NA	NA	NA	NA	NA	El Eden	NA	NA	NA	NA
8MDT	Guduba	Guji	Guduba Wet Mill	Wolisho, Dega	Washed	green grape, grapefruit, chamomile	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1900 - 2100	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
Kittel	Kayon Mountain	Shakiso	Ismael Hassen Aredo	Heirloom	Natural	blackberry, tea, basil	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1950 - 2200	NA	NA	NA	NA	NA	NA	NA	Kayon Mountain	NA	NA	NA	NA
Kittel	Palmichal	Tarrazu	Gabriel Gamboa Nunez	Caturra	Anaerobic Honey	cinnamon, butter shortbread, caramel apple	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Costa Rica	1450	NA	NA	NA	NA	NA	NA	NA	Finca La Cuesta	NA	NA	NA	NA
Kittel	Gemelos	Huehuetenango	Jorge and Javier Recinos Leonardo	Red Bourbon	Washed	dark chocolate, raisin, spices	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Guatemala	1450 - 1500	NA	NA	NA	NA	NA	NA	NA	Finca Nueva Armenia	NA	NA	NA	NA
Le Bruloir LABO	Perou	Utcubamba	Eli Gallardo Rojas	Castillo, Catimor	Washed	caramelized sugar, mandarine, toasted bread	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Peru	1500 - 1600	NA	NA	NA	NA	NA	NA	NA	El Nogal	NA	NA	NA	NA
Le Bruloir LABO	Honduras	NA	Sara Priscila Cerato Diaz	Parainema	Washed	maple butter, hazelnut, citrus	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Honduras	NA	NA	NA	NA	NA	NA	NA	NA	Las Penas	NA	NA	NA	NA
Tunnel	Bouquet	Jimma	Tua Tesso Coop	Heirloom	Washed	orange, grapefruit, caramel	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1980 - 2000	NA	NA	NA	NA	NA	NA	NA	Kata Muduga Multi-purpose Farmers' Cooperative Union	NA	NA	NA	NA
Pista	Geraldo Casagrande	Espirito Santo	Geraldo Casagrande	Various	Washed	chocolate, cookie, caramel	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Brazil	1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pista	Wush Wush	Tolima	Ave Cafes, Kelly Perez et Juan Torres	Wush Wush	Anaerobic Washed	marzipan, banana, orange blossom	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Colombia	1850	NA	NA	NA	NA	NA	NA	NA	Finca La Esperanza	NA	NA	NA	NA
Kujira	Guatemala - Huehuetenango	Huehuetenango	Famille Palacios	Bourbon, Caturra	Washed	caramel, hazelnut, peach	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Guatemala	1500	NA	NA	NA	NA	NA	NA	NA	La Providencia	NA	NA	NA	NA
Balance	Popayan	Popayan	Various	Caturra, Castillo	Washed	chocolate, black cherry, lemon	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Colombia	1650 - 2100	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
Balance	Arusha	Arusha	Various	Various	Washed	grapefruit, plum, black tea	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Tanzania	1400 - 1800	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
Café Lanterne	Dosha	Kaffa	Ahadu Woubhset	74110, 74112, Bunawashi	Washed	caramel, floral, citrus	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1830 - 1890	NA	NA	NA	NA	NA	NA	NA	Tega and Tula	NA	NA	NA	NA
Pista	Fugi Ikizere Naturel	Nyaruguru	NA	Red Bourbon	Natural	guava, honeydew, hibiscus	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Rwanda	1850	NA	NA	NA	NA	NA	NA	NA	Ikizere	NA	NA	NA	NA
Pista	Fugi Ikizere Lave	Nyaruguru	NA	Red Bourbon	Washed	apricot, green apple, jasmine	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Rwanda	1850	NA	NA	NA	NA	NA	NA	NA	Ikizere	NA	NA	NA	NA
Pista	Mandarine	Armenia	David Correal	Castillo	Anaerobic Natural	zest, marmalade, bergamot	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Colombia	1500 - 1600	NA	NA	NA	NA	NA	NA	NA	Finca La Isabelita	NA	NA	NA	NA
94 Celcius	Mexique - Rosalba Cifuentes	Chiapas	Rosalba Cifuentes	Typica, Bourbon, Caturra	Washed	brown sugar, apple, maple syrup	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Mexico	1550 - 1750	NA	NA	NA	NA	NA	NA	NA	Multiple Women Producers	NA	NA	NA	NA
Saint-Henri	Brayan Meneces	La Union, Narino	Brayan Meneces	Colombia, Castillo	Washed	meyer lemon, honey, hazelnut	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Colombia	1960	NA	NA	NA	NA	NA	NA	NA	Santa Ana	NA	NA	NA	NA
Saint-Henri	Patricia Perez	Huehuetenango	Patricia Perez	Bourbon, Caturra	Washed	fudge, yellow plum, praline	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Guatemala	1950	NA	NA	NA	NA	NA	NA	NA	El Diamante	NA	NA	NA	NA
Traffic	Alberto Guardia	Alajuela	Alberto Guardia	Venecia	Honey	apple ice wine, caramel, tropical fruit	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Costa Rica	1300	NA	NA	NA	NA	NA	NA	NA	Hacienda Sonora	NA	NA	NA	NA
Monkland	Narino	Buesaco, Narino	Lomo de Buey	Caturra	Washed	pear, floral, tangerine	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Colombia	2000	NA	NA	NA	NA	NA	NA	NA	Finca Lomo de Buey	NA	NA	NA	NA
Kujira	Éthiopie - Yirgacheffe	Yirgacheffe	Various	Heirloom, 74110, 74112	Washed	floral, citrus, black tea	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1900 - 2200	NA	NA	NA	NA	NA	NA	NA	Aricha Washing Station	NA	NA	NA	NA
Pista	Miguel Rodriguez	Mataquescuintla	Miguel Rodriguez	Catuai	Washed	caramel, nut, dark chocolate	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Guatemala	1800	NA	NA	NA	NA	NA	NA	NA	Quebrada Onda	NA	NA	NA	NA
Zab Café	Perou - Pena & Paico	Cajamarca	Miguel Minga Peña & Santos Paico Paico	Typica, Pache, Caturra	Washed	honeysuckle, cacao, syrupy	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Peru	1700 - 1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kujira	Cerrado Mineiro	Minas Gerais	Various	Yellow Bourbon	Natural	cacao, macadamia nut, caramel	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Brazil	800 - 1250	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
Kujira	Boquete	Chiriqui	Plinio Ruiz	Catuai, Typica, Caturra	Washed	peach, tropical fruit, caramel	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Panama	1200 - 1400	NA	NA	NA	NA	NA	NA	NA	Casa Ruiz	NA	NA	NA	NA
Nordik	Guatemala San Antonio	Alta Verapaz	Various	Bourbon, Caturra	Washed	caramel, cherry, cacao	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Guatemala	1410 - 1640	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
94 Celcius	Éthiopie - Nensebo Refisa	Arsi	Nensebo Refisa Washing Station	Kurume, Welisho	Washed	peach, honey, jasmine	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	1950	NA	NA	NA	NA	NA	NA	NA	390 Smallholder Farms	NA	NA	NA	NA
94 Celcius	Honduras - Jorge Galdamez	Ocotepeque	Jorge Galdamez	Heirloom	Honey	jasmine, honey, vanilla	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Honduras	1700	NA	NA	NA	NA	NA	NA	NA	Finca Galdamez	NA	NA	NA	NA
Pista	Biftu Gudina	Agaro	Biftu Gudina Coop	Heirloom	Washed	honey, orange, lemongrass	../Automatic_Drip/R/outputs//Subscriptions_Thirdwave_Montreal_20210324.csv	Ethiopia	2100	NA	NA	NA	NA	NA	NA	NA	Various	NA	NA	NA	NA
